x1,x2,x3,x4,x5,ytrain,yans
6884,25356,24984,12186,15510,105370,111310
29896,8751,32177,20215,17139,147713,146286
13828,7285,25635,11852,30118,90464,89642.1
20938,31676,1017,21876,27930,77246.1,75558.3
25044,28887,23466,30026,29965,86847.9,87738.4
16143,14236,29421,6142,4586,73348.5,74509.5
24124,10936,20953,5094,20450,128803,127248
23606,25163,19209,27469,22717,28730.3,26810.8
19620,1909,29157,1697,7736,63947.8,64340.8
8253,8514,9383,29701,29303,73700,73142.6
1522,25021,918,22162,27511,59577.4,64156.2
7400,11047,32746,3472,24957,23324.1,24630.3
19721,31386,28346,29588,31304,132013,126742
15249,30709,186,12428,30441,71900.7,70010.9
17867,18662,12093,12404,18063,13496.9,13394.8
21423,10218,14999,3555,1467,37540,33168.1
19948,5979,380,10875,2374,-14556.3,-14065.3
28609,17194,17941,20688,5462,-3366.34,-6237.25
31762,17314,28565,16904,27966,106003,110265
21402,14713,2616,26969,3724,-9728.05,-13723.5
29471,13584,7091,12307,28937,58733.3,54560.4
28439,16524,32261,12801,2818,80896.6,81022.2
12942,12269,30904,17614,29083,139491,137535
27324,10414,15115,1737,9403,70332.2,66089.9
27217,4731,27051,1476,23145,76898,75786
30683,19155,6066,18611,29697,102890,101798
26516,23318,18892,17959,19213,18267.9,21364.1
5164,8273,14471,8290,25613,45027.6,47672.9
16709,9000,31309,549,30643,51630.3,54669
4343,13270,10728,27540,15129,65874.2,67028.3
20062,4289,4082,20096,28898,43622.1,42459.5
30795,15438,12220,27774,12484,10480.7,7648.35
30016,12564,27184,8127,10333,23440,28143.3
28374,9695,7960,24413,17899,59469.2,60518.6
23196,18477,11902,6318,17447,61108.7,60386.5
32587,25123,22015,22965,21351,17488,12952.3
12225,30354,9712,1551,28155,129398,124002
25741,24640,20384,6156,339,21569.9,25249.2
11081,13240,8294,15770,7349,28274.7,24606.9
31214,22168,30660,29235,7873,46550,50784.4
25717,5228,6079,20687,9843,15431.8,17093.8
1343,25381,20040,25425,12813,65399.2,64548
10432,13985,9981,30751,3464,53040.6,54285.3
9357,17588,13260,14924,9257,63201.2,64446.2
17515,2119,21563,22902,16238,29625.8,32913.3
22971,24233,27405,28743,11674,122059,117670
27152,1294,31201,25906,13397,29671,33576.1
2138,10733,1665,7757,14850,44845,49593.5
14981,1866,6784,1791,22287,60651.1,61363.7
20072,31021,12323,26725,24419,99313.7,99936.6
13710,29263,27699,25665,10332,131358,134792
32487,23456,2462,17302,22659,84982.5,86879.5
25904,24831,15231,26599,32232,101510,104056
15716,16614,23862,3508,15900,75763.6,78534.9
12457,12642,15111,31709,23676,63724,68646.5
23527,6593,3092,20711,4281,53697.9,52520.4
16725,20090,15502,6778,3627,-9816.11,-11910.1
14568,23733,9457,4675,5484,-4214.94,-643.96
4867,3000,31004,26268,2182,65951.8,62717.2
308,25300,26154,504,8650,113875,113414
31376,20921,18753,18256,19486,111384,112062
31215,20540,12482,7385,18380,67664.9,65527.1
28862,21047,19405,11322,28117,98363.6,100025
24851,32028,11749,6733,28797,92146.4,94007.6
5281,2380,18553,12820,17362,34781.7,32603.9
5913,26416,11997,12011,27821,65660.3,63402.4
28693,3200,27977,27392,2843,34919.3,34619.8
12981,26899,12200,2889,25849,67477.7,63546.5
25120,7223,10427,9349,6165,69668,68444.9
26570,7146,28288,24526,28383,71280.3,73014.2
32301,10868,10240,13671,4991,77644.6,74435.8
23807,12572,20253,24962,29387,85653.4,87886.8
31862,8725,14276,14271,13990,63089.7,62753.6
14232,3393,20087,8494,3887,40071.6,38955.3
22314,15346,16222,10238,15589,70898.5,74272.6
23435,19061,13395,19797,20267,86034.2,83820.3
12553,11135,6491,16316,9641,59225.4,59901.5
11749,22429,481,192,28496,55620.8,57427.1
30086,29412,31164,7050,14734,17721.3,17913.5
8688,31600,26922,23227,6528,58281.2,58933.2
6071,20141,12647,23831,24155,77528.1,80820.3
3528,25925,28466,6965,2301,70016.8,74095.6
15519,29562,16277,5997,28897,123189,120333
16703,31460,19181,11355,31266,76785,73773.8
18055,23643,5443,30993,26887,53160.1,54786.6
12851,2553,11641,13423,13661,62801.3,66961
29327,14006,1014,26697,19337,4631.03,5131.9
21455,15582,29758,19937,31584,90460.8,96308.6
22172,8431,22607,12247,11833,54012.8,56988
27216,32199,25571,10488,10407,55127.4,55332.9
23874,810,27193,32486,9921,98981.2,93626.7
29499,8349,824,29071,8387,109406,107102
11883,21978,18375,27907,12595,117044,110341
6700,2839,3969,11441,1544,-13871.4,-10421.7
5827,16382,23795,31570,17133,88065.8,88631.7
15529,29630,24528,11539,146,102079,103610
17711,10044,27097,15969,10142,58474.3,63866.9
17304,1033,29512,2759,28610,90895.2,89956.3
27864,9782,2604,2120,16747,45390.6,50868
10062,32437,26237,2457,25495,125482,129395
21402,29133,21491,8437,8834,18539.7,17803.1
23373,21249,13912,23277,14230,99156.2,98290.3
24527,5171,30927,27348,1448,116318,112240
12592,3709,6938,31522,12066,118362,119331
9677,7417,11355,19514,15481,68145.2,66226.3
3664,14977,29823,24517,4965,61946.6,64898.4
5272,1912,11106,27189,3447,55948.1,59662.1
9771,12177,18441,4884,7500,51178,49319.5
652,13642,27394,16302,289,48283,48167.2
23446,6200,17661,672,31251,127584,125016
19988,175,1015,29700,5280,9693.16,12790.8
1336,3612,11674,531,1917,36911,35666.3
23467,11020,11675,5772,465,31023.5,30299.9
9706,16217,31626,8296,3246,109637,107907
16813,21996,23907,8340,6069,75971.1,72690.8
18411,12141,9643,15632,18225,48029,50066
15309,22828,13032,26073,19341,47938.7,52345.4
8715,15919,10134,7131,12237,93323.4,96024.7
23336,14130,3503,31641,2602,87691.8,87836.5
4155,30894,24465,22945,28921,26218.5,23053.3
9551,14435,20821,10402,12860,55362.7,54231.5
17690,8943,5585,26875,14651,48077.1,49951.7
17337,26933,17869,13581,21413,54462.3,59617.1
134,14038,6200,30097,28094,38063.1,42685.9
22143,25233,31945,32389,9497,59830.8,63618.9
5941,5069,22509,1475,21973,59804.7,54291
16469,31327,653,7760,26771,58232.9,60131.7
16854,7133,29319,15800,13898,61454.1,61251.6
10002,19053,12217,16496,104,32892.8,31494.2
3677,20051,5792,5147,2993,12698.5,15392.6
15181,30230,720,6032,4605,49014.1,47169
31838,25904,21511,26637,13578,26390.7,31953.3
29398,19291,19327,12198,4203,16535.7,22568.7
21918,25071,12782,2319,31873,63954.1,67565.8
3352,23102,30459,20841,14490,96551.1,97103.8
17993,8037,27077,13563,4622,123369,127189
17828,30110,17387,17160,14741,8988.04,9527.77
9327,14796,29605,9533,19512,127242,128158
22641,21242,23984,1742,18214,100953,97027
19637,15153,14709,19441,27987,57249.6,60408.3
15514,15024,10776,22163,31231,69936.1,66773
2648,18915,22570,10894,20460,51599.6,46748.3
3491,184,16825,4904,30707,56138,61060.8
15099,26520,25305,1854,19266,76302,74888.6
20616,24047,27266,16677,14361,41626.4,41806.4
21204,29523,12660,807,26876,94566.8,91108.9
26914,19565,19782,2238,8639,87113.4,87596.3
9266,25956,30050,797,14202,83417.3,88264.3
32169,19835,21078,5254,4770,60396.1,55388.4
25975,29678,10327,19871,12404,89551.2,89466.8
348,3614,26201,11093,22470,118583,120430
29428,18392,32277,1037,25035,96976.5,98232
31892,18268,12297,2980,9691,-4463.61,-7707.94
18000,29974,24579,626,22190,133196,136607
14287,2464,18559,29465,28953,38549.6,39434.9
9056,22182,12722,2148,14723,46802.4,53382.3
115,28392,9005,27423,31224,31963.9,32772.3
6802,3527,16333,9911,23355,64145.1,65359.1
8540,1442,20418,31676,19247,74307,70621.4
19297,1312,22289,6435,19182,21516.6,20847.6
11891,13925,28545,22534,3800,74025.8,69459.9
21871,19446,10030,16399,257,44697.1,42517.3
14811,233,26844,990,23481,70180.3,69918.1
13614,12972,21965,11789,25369,95183.9,98387
17020,16619,26440,26849,14583,97580.1,99564.1
28997,6426,4106,32222,8870,-10409,-7856.47
30448,18908,23213,24750,26044,48577.6,48358.4
4115,10364,3364,14580,15832,-3142.97,-7981.04
5411,8333,16605,29936,17313,132277,128113
22782,3593,25396,19391,19246,63888.7,68063.6
3614,31809,23792,2511,26074,135551,133749
31600,2172,22303,11348,16905,85987.9,85135.4
30429,5306,27525,26035,3177,-105.985,238.05
26034,2566,815,16690,14049,63225.4,60101.4
539,10566,12331,8574,2545,39057.1,39767.3
28672,8588,23535,4388,4119,14938.6,12225.6
5239,11486,14212,3755,3035,-2662.47,-2629.9
5263,8473,20791,8857,8305,30097.3,31365.4
19301,11716,10981,7411,18408,24003.2,27572.9
19293,23791,6552,32746,26306,58284.1,55472.7
22723,29518,25972,20321,32622,105732,110763
22780,13728,12417,26467,32346,97042.6,93586.1
12306,31425,28701,28933,26567,125743,133050
449,14597,17363,4366,8735,47916.1,48888.9
32661,1123,28883,933,10430,85673.2,84345.5
12025,20771,19392,31111,5257,5953.14,3027.42
7917,21556,17144,26386,5382,68972.9,68303.3
14863,1334,24622,6256,22747,41800.9,38695.9
19951,13798,10716,1560,22008,56054.8,59819.7
20938,4205,8426,8757,32322,53053.4,55705.6
8639,18958,11194,32287,19240,67147.6,70965.2
22546,21295,17013,16446,23494,77700.1,77040.9
9081,12973,29337,18670,10135,89529.8,87595.2
15062,14042,5945,22473,5180,67360.3,64954.2
15083,28535,25080,31804,12681,134102,133429
14598,20818,19798,22272,7053,-725.306,2582.64
22837,11908,13110,18669,18254,51714.6,50978.6
19658,15595,9077,24834,21263,64409.9,68486.7
16959,5206,12300,5163,14965,93078.8,92438.4
9814,616,6977,25846,14536,26934.7,23485.2
8560,5711,22937,24251,1094,37363.1,36818.8
20227,28193,15986,369,9681,93628.3,94036.7
5384,1300,17355,17218,6523,69380.6,69359.6
17061,1690,29583,23717,16949,21839.6,25615
23805,24686,30768,12887,2186,73810.5,73590.4
7468,27145,12757,9013,14588,79075.1,78295.5
11620,5282,8307,19343,25857,28658.5,31565.5
29968,27040,12260,31405,25923,92548.5,93650.8
6558,24930,22539,21734,7104,101170,105000
12068,7316,32540,12774,14740,80165.6,78462.4
29917,29882,9705,28219,30488,94119,98641.7
5811,10809,30167,10462,5332,98380.5,94635.7
11716,18606,4652,17585,10010,-9110.25,-11300.3
23843,427,25823,6863,9351,105646,102342
26164,8291,24865,18993,24979,76287.8,74030.2
26219,28379,26833,30859,27196,73712.8,73974
9594,10753,1051,24428,28301,16240.6,17796.8
1053,18432,18001,9826,2645,109487,112601
21115,23737,6622,768,2388,5101.84,2104.51
1755,7085,14387,2079,17550,56994,54262.2
29852,13971,13246,1721,13122,53240,53909.5
28263,10023,30987,7910,27378,28944.7,27263.2
23912,5100,20893,5119,15592,69328.2,67568.2
2739,15795,11709,26607,27161,20602,22582.6
8780,2765,30312,31469,13131,25722.5,25418.6
9370,31974,15626,30835,3561,63995.6,56828.9
1254,3719,10188,29617,23124,65019.8,63501.7
21293,32585,8236,21072,12334,71975.5,73260.2
24999,13358,28465,12307,15000,70125.4,67083.1
2742,1482,25335,28193,31426,82449.9,85065
18413,20211,22337,27496,22574,125290,124208
17625,6611,28195,19177,27941,145313,143705
19381,21355,14471,8496,14634,109742,108814
28040,17660,25767,18557,30119,122363,122393
16532,4924,16616,18222,17904,70377.4,68420.8
5787,30899,25933,31051,14496,74871,77500.8
11936,32469,19715,26055,4743,113448,108899
25678,28500,29668,16702,9284,88203.1,87270.6
17766,16660,14267,16865,6026,67985.3,68166.1
16115,381,14785,21184,15887,79661,80546.7
9768,18689,894,3485,6767,43892.3,43647.8
10905,28076,17259,14390,16108,55124.7,56822
26099,16406,504,20894,20535,8511.13,7958.46
17277,13671,29094,26466,9589,105841,102810
29011,4004,12900,1727,29389,52168.7,61283
22132,19064,3639,11660,29187,22230.6,20724.6
22184,1613,17296,14433,24723,55523.5,54119.7
28345,8196,26904,26222,22123,47146.9,47715.7
14697,30397,20041,4545,16113,95942.6,95055.2
3780,7827,8445,13609,21400,-4945.87,-2985.61
8161,23286,17883,31980,19435,25315.8,26973.1
12302,18227,21067,11735,6499,50214.4,53028.6
15904,13303,6075,2122,24573,57708.9,62171.3
9712,20829,27129,22385,4435,72034.4,73529.8
9277,4995,20628,12261,26837,59846,58744.6
10762,4179,22000,31007,23343,83417.8,84705.2
6933,3662,11352,31182,11935,87288.9,87383
15555,16388,21225,4916,14992,70034.9,71787.3
21042,20193,2049,8516,20737,44882.3,41112.4
13036,20153,14294,867,5827,47443.7,51122.1
6781,13809,3873,25243,26110,108174,104946
20879,8223,26967,29925,19145,90682.8,86777.2
5346,29436,1139,27117,21583,45334.5,43791.9
19301,28516,9170,12469,10552,60891.4,61351.6
18714,22632,31758,280,13303,75394.1,77743.8
24467,12674,6428,30475,22586,127598,126815
22573,28800,5871,28059,802,28804.8,28636.9
20379,30192,1761,4784,5137,-10925.8,-11646.5
16240,5368,6884,3402,8842,51998.8,54618.8
29344,4942,32035,8181,2752,-1968.25,866.296
13320,4323,28459,14589,9205,109429,107114
26224,16074,6284,23623,29123,56494.8,58467.2
21562,13636,25924,22169,20112,82142.7,83418.1
21240,20553,2667,4274,16131,98358.1,100466
4879,21153,5820,24612,10285,-4285.13,-11256.3
29443,15011,30861,6366,8304,48541.2,48295.1
11289,20022,21509,3026,8112,16975.4,17862.7
11639,30318,6481,31041,31190,85729.1,84920.2
26711,6087,30095,16670,29743,87169.3,82742.8
3188,5928,1201,15005,26356,90615,85714.7
23180,11550,10180,12653,30097,61487.8,60773
23542,19910,4365,9734,4060,47051.5,46011.2
18566,10932,21399,20188,3763,55955.8,54397.8
16365,2288,19198,21506,6179,57997,55085.4
2086,13594,24762,2578,32338,53824.4,57538.8
12781,630,14715,6783,9581,-10992.2,-8250.99
31270,23836,3014,18522,2904,95226,92251.9
8415,10935,15382,4278,30802,70494,72272.1
20987,4278,14799,30039,10808,31881.6,30952.9
29017,22042,30493,27957,27320,100264,96506.4
20791,17742,25663,32767,17529,114854,111857
27530,9675,476,16802,26901,8741.56,3190.31
22108,23509,15085,2252,28839,73509.3,72360.7
19422,11346,30046,22773,14379,109149,107913
27141,23992,16330,5955,14400,9361.32,11696
15809,6084,7766,4162,8008,60955.9,56204.9
8901,10704,13976,26426,23125,31158.4,33206.6
5166,1691,793,14145,28432,10457.7,9177.46
5946,2729,7304,21136,7417,-360.427,2004.01
10733,27000,14035,11578,26449,87620,83742.2
30485,3037,18107,6697,1210,43022.8,46971.5
938,17249,9562,22531,17018,18596.8,19069.2
5940,19031,5097,26988,170,-21807.5,-23208.1
10320,2863,12110,3624,15270,36484,32213.7
4606,31668,7366,29089,4812,57284.6,50237.1
14407,13395,9317,27266,19552,126253,128071
25753,4898,20445,30422,2017,11356.9,4223.95
10892,18964,31252,3770,12683,41865.1,44640.8
31420,20078,14583,11827,16105,25566.3,26265.5
20149,24567,5878,27543,4872,116075,111366
13865,9240,10568,28142,8142,-1541.13,-5710.09
21860,13038,16290,2305,30,63139.9,63920.4
31754,5038,23797,31032,534,58422.6,63261.1
15547,639,12232,19745,25256,47956.8,50229.6
468,19386,25529,14041,14227,33406.9,37631.7
9410,13837,17106,14598,9621,98658.6,95577.8
17491,1284,19877,28505,1128,10835.6,11907.1
20454,8667,20826,19126,8008,84719.6,92614.4
5901,26878,14939,22501,21721,15734.4,17276.1
32251,136,9527,32667,28359,67531.3,64964.9
24358,27023,14390,16721,19136,63973.7,62829.8
29796,18705,11246,8093,29419,69243.1,63937.1
9311,10902,12844,20201,6052,102250,107784
29776,16038,28614,22644,25835,64636.6,68835.5
31726,4578,20094,12015,21948,62900.1,64915.5
10284,16074,27091,4602,31728,29277.2,28249.1
15423,20592,25966,32496,360,107800,105840
17334,15258,951,6008,26014,92401.3,97070.7
13792,20522,28299,24671,9706,62992.2,63223.5
15968,19246,11749,1865,24499,52883.9,50434.4
11554,29567,15452,22039,4957,104475,106722
17880,4724,22443,16722,26920,89106.5,86973.7
20789,4238,26994,25003,22848,53589.8,50589.5
22260,24819,26707,5647,25977,84782.8,86088.6
16592,6074,18207,4021,6161,61076.2,59749.5
25946,25685,9488,4940,15104,111683,112527
8603,30167,15724,17534,21962,67618.8,65658.3
11920,15793,17824,18636,32139,79214.1,80437.2
14072,3170,11522,14010,11325,52254.7,54682.2
21344,18403,27074,3678,10382,87722.3,83267.4
3558,7762,22305,11305,13730,79000.5,82136.5
10932,21881,15342,1588,22690,12545.8,10581.9
3845,24201,25826,19546,23258,104291,100589
848,26110,25077,6530,27185,58631.3,55081.3
25868,29940,11844,18409,26663,122851,118640
17948,7590,31351,21152,29572,127695,128252
30001,25041,10985,14060,24692,36959.7,38686.4
12501,30641,24144,3916,19074,85315.5,89690.3
30801,12989,20834,32616,15463,64196.9,58076.7
16740,2804,16221,24256,15085,4633.22,2531.39
26329,4978,26492,23821,27071,75480.4,78227.7
29734,6508,6747,19128,20441,44068.9,49246.5
11967,29791,13557,21891,18654,30962.3,35867.8
15340,22224,22437,6036,11184,11172.3,8581.25
25104,23424,31602,4362,24937,95005.2,94920.3
10374,10098,30491,1859,27662,112181,106822
1498,2080,22973,17739,25699,65559.1,65622.7
6399,24560,19839,11163,4895,94039.9,95513.5
13432,28780,9608,12413,8497,24252.6,29122.9
10507,6030,15869,10302,30337,54493.6,54818.2
13202,22526,7760,7503,9312,19200.3,20564
21808,14884,2249,14666,21418,55220.9,54749.9
15694,24777,29970,7223,6710,9457.97,13140.4
10148,1035,20465,15200,29789,65744.2,69180.7
23930,5138,20464,7449,5186,56024.5,58278.9
12294,16749,26067,6849,20933,94254.5,92154.9
14021,1873,32245,27743,18577,152405,148482
8791,23523,25816,19099,29466,82335.9,84657.4
6457,311,20125,22775,6706,67654.2,68080.2
19930,17484,1637,698,27916,16375.2,17729.2
23189,27945,16851,1242,1575,-8760.71,-7901.38
15049,27703,16162,20785,31042,81291.6,78388.9
10814,4076,22637,10237,15619,130974,132940
13821,6493,24832,24258,10666,51378.6,53702.4
30165,24162,645,28139,4281,73714.3,70828.2
29697,14080,30640,26632,20855,70256.9,74413.6
12473,8056,20505,8265,16236,78460.8,72534.4
20767,13349,21090,12973,28151,80277.1,82403.9
16390,13504,29135,5403,22334,52535.5,46865.2
6766,19205,17920,32059,13234,101478,103838
15815,4429,4826,25991,17527,119331,118473
19437,3369,13645,24901,30818,134413,133321
2417,7360,29264,23132,25204,85797.3,91037.5
23079,4365,26762,10995,4301,114343,112763
237,4272,12659,19893,28986,26656.3,30303.3
506,28993,17546,5698,29072,39496,39647.7
5300,22741,23992,3434,27826,101084,101537
18291,16983,4454,373,1093,68047.7,67432.9
712,12951,8335,8233,16326,89970.6,84704.5
21728,3116,19241,17792,16066,26215.5,22755
12184,18163,1087,16243,32001,89036.3,90033.6
23945,31816,31536,22653,12346,71254.3,70011
8452,20947,13391,29393,30558,71815,72875.3
5032,16998,26380,29549,30845,154432,152829
24358,11344,22867,3320,6507,42070.3,40475.7
14234,9573,2606,31691,1977,-14383.9,-11136.5
16268,19312,31516,27067,32234,85433.6,80475.1
22120,11830,24997,15041,10598,15841.7,14756.4
13050,2919,401,17396,25748,78329.5,78558.9
2062,6017,7600,18172,19260,23452.2,24423.8
25344,32603,19395,23765,30380,41769.3,41202.3
29229,21516,25340,17267,14699,57610.9,54168.7
5081,2110,13816,2620,14984,56977.7,58436.5
4620,17208,30137,1181,15215,59369,58459
10349,14659,6849,10231,25139,27302.3,29880.3
26905,25099,757,7913,10537,7744.6,9652.53
8575,7913,12378,26663,8404,59487.8,67121.2
10558,16540,20701,9339,17973,42286.8,44743.8
20025,26050,27356,10528,13197,78093,76397.3
31437,3811,31952,15727,395,30774.2,29357.4
29627,12368,5396,23408,7641,63475.7,65340.1
31700,303,9835,7485,12780,56275.9,59001.4
16989,14268,27892,12541,3777,49951,52168.1
14602,27618,2290,28907,7088,-15671.9,-16539.8
21182,10543,3583,22105,19294,113513,106721
10950,5907,8396,3381,2798,24041.2,29619.5
27096,8713,8986,27057,9341,85416.9,82823.4
17556,15946,8420,12496,9489,83316.5,87405.2
15025,18268,2727,20241,14437,18130.6,16989.5
29791,17790,15404,28276,22361,88564.1,88973.9
5473,18768,6879,30672,24333,99338.9,98928.5
5720,13286,12698,4946,992,48971.8,47939.1
16006,16718,22971,17240,28225,58184.7,62473.6
29944,20081,11608,29213,21777,49050.5,50116.9
22365,21043,4847,22958,21645,95048.6,93192.3
30927,1753,32759,12249,32692,93875.3,96963.9
7698,21467,4038,21602,11493,5279.88,3172.03
16898,12714,29928,22269,17923,143603,143106
12049,12210,8159,18648,12896,11356.9,7943.96
5539,25784,17295,24248,21092,21311.3,25159
9049,31297,28445,24315,12928,83561.4,86192.2
25416,20696,17055,20313,3757,29989.1,30937.1
15641,21962,9284,8672,5601,15026.3,18039.5
15249,11481,15276,2591,1329,2762.25,1805.1
6953,21609,17690,13290,8775,53671.4,53486.9
28276,11534,3344,18952,10972,22582.7,26385.8
29978,29791,12294,5726,1625,3764.77,5583.4
16527,23019,17044,1104,15912,78612.1,76265.3
31980,32617,28808,21656,24211,81169.9,82604.8
18640,12667,386,12994,15542,86769.5,85852.4
181,7770,6901,11572,1075,-12781.1,-11307.3
9263,10951,8970,5903,25031,78233.7,75131.7
5560,25673,1375,22513,27181,62715.4,59835.6
21327,16218,12311,32184,14840,69821.7,75562.3
18364,275,28314,21779,24940,86092,85972.1
22083,24198,13331,16476,11488,74908.7,74275.3
19112,16647,16817,23435,9446,123259,122987
1229,28453,6185,4710,31618,42477.5,43066.3
20905,4081,29520,3388,22350,136676,138386
17859,6101,32508,20581,10940,42257,43171.9
18032,28638,18405,9479,30571,95865,94902.1
13971,15118,30966,27046,13073,88798.3,91022.1
29772,18513,29844,26761,3422,73058.8,72857.7
7150,15238,29594,23735,11137,126675,126948
9772,12484,21029,22454,16984,66232.7,63925.2
10015,1712,2685,29446,2893,26058.8,21355.7
965,29093,4250,28333,1428,-2281.59,-5491.38
18349,24168,28369,15542,7895,125751,127804
31097,31027,21267,25213,9356,75434.7,73221.2
30499,14339,680,5468,30212,17989.4,22953.8
30643,32223,10017,8120,8651,73057.9,74332.9
15677,5721,5977,845,30407,6749.74,6454.51
10696,3626,14272,2556,27838,73606.3,74522.4
9421,21903,2733,24216,27830,48810.7,50806.5
14764,28174,15241,7647,13944,126065,127536
3598,17051,21693,10727,30436,137544,138247
7408,27764,16095,13034,19022,67006.4,62196.9
18759,24034,2223,14043,10066,40555.4,39952.2
4333,24391,24100,16763,24224,88815,79739.4
15590,8036,25766,24734,5038,95205.6,84568.1
9988,17192,6455,20676,4446,5359.91,11790.6
7294,19525,25001,10950,3392,95953.6,91243.9
24403,9160,28875,6992,1285,80008.4,77688.7
29259,14522,21079,14260,17971,94468.1,95482.1
8036,1138,18264,7336,9761,78115.7,74641.4
808,32427,6029,8469,25760,79661.9,77712.4
9099,3160,23218,10512,22176,38553.5,39736.1
29985,4222,21625,5696,30712,36264.4,38281.5
11543,20626,26767,30844,25460,150387,147277
11009,28907,26538,3949,977,56211.5,57045.3
29831,17906,32638,16417,4693,58766.3,60437.9
2960,3016,21785,12842,27417,104783,108006
7768,16163,28445,8788,4268,14565.1,16519.7
31063,304,19788,627,2358,13952.4,11749.9
27186,28579,3477,29340,27107,49319.2,52121.6
10281,31603,10224,32090,17069,194.835,870.889
24432,19102,28068,7188,15024,111337,109919
20423,12718,3240,3360,23863,81898.2,80230.7
10084,19634,30646,29335,26651,118284,114864
1866,21498,13027,15404,3950,29827.3,31999.3
25797,25119,29154,27474,1096,17679.4,12194.4
27462,7063,10743,29521,644,14731.8,13482.5
31001,14079,11722,14244,4179,96734.5,94925.8
8384,26754,3276,14633,1175,56113.6,57133.7
7217,25960,8355,5502,16822,112625,109135
24932,1870,28897,9122,30878,117574,117453
16095,13742,26874,27291,11034,89964.7,94947.5
4524,15673,22137,18930,14605,40222.6,34665.5
14741,3876,1778,31814,29571,65125.6,61579.8
32717,24027,28702,21629,13464,64408.1,69158.5
4239,23557,7939,23445,29741,88311.1,86582.1
25256,17632,20978,6526,6338,73299.1,73551.8
29358,4463,21648,32309,29852,69951.1,71814.8
4625,26528,3417,22639,29723,49372.4,52440.6
21821,21652,28871,1594,7595,69205,66603.7
20011,7588,31744,27526,27223,75465.4,78675.2
32296,26771,29607,32668,28575,107190,107301
20903,3148,5462,32188,28329,59197.7,63586.7
16242,15509,10277,26685,23686,109025,107852
27434,8499,11243,19773,3330,41263.9,36975.1
27122,10261,12737,16307,28528,51590.3,53859.4
1069,2061,27733,3380,10533,70259.3,69234
25242,13203,6412,11814,29243,57356.4,60205.1
24577,23564,32132,26437,21169,90662.5,92808.7
7379,17906,28148,7681,7952,3595.4,3844.28
3058,18954,17078,15429,28560,16678.4,16750.9
21945,17231,31179,31312,26563,98107.4,97668.7
403,16407,2405,25824,6765,53122.8,54417.5
5947,10275,96,13305,3247,-2310.57,-4767.06
28343,28689,29151,9810,14614,44114,42691.6
5987,992,1708,18995,28106,6365.53,5813.24
686,9846,12149,9316,3841,100557,102036
18268,30824,20188,26343,1025,26340,29209.4
5811,5006,25947,8516,31306,79878.9,87213.4
9964,8218,1218,15844,5664,-1028.23,-1829.4
6066,29851,30640,9459,11740,77050.4,79535.9
1146,579,17133,22027,21455,67933.6,65192.3
20949,23485,13381,351,10670,86820.3,93700.4
1756,7730,30719,17883,23150,117306,115926
12915,30876,19749,25961,31284,77189.3,72190
1407,8004,5368,18693,4815,106641,104946
21327,2338,20197,8280,31351,77774.6,81979
7335,4256,8330,31477,9258,1034.68,1939.9
14940,20677,5953,10389,110,12348.8,12187.8
26324,30085,8378,626,14263,55836,58771.4
15185,28214,25754,15269,4496,101614,101691
8603,4934,4945,9403,18894,52638.1,50946.3
25813,29293,30028,21165,3515,81154.2,82223.2
4972,3190,14069,6868,6285,41670.7,40118.2
26899,2403,26105,32277,14558,39283.4,41837.7
6426,14544,475,12770,13637,82152.1,86989.5
4584,9226,8242,21501,16389,31419.5,32844.4
9507,31707,8301,18360,9537,41721.6,40807.8
6935,13364,18227,18593,21699,98835.7,93210.6
10,19548,1377,10003,10151,108489,108963
20768,32392,13957,21729,21002,51236,52121.7
4167,14611,17940,13076,29055,29535.4,30657.9
8621,7110,26301,3714,8166,66171.2,64007.7
10635,2907,286,18414,20007,31557.6,37390.4
29363,18904,30400,5875,18375,51100.4,47676.9
11893,18076,12930,18159,25023,134956,133844
10168,30339,15403,22661,28979,110179,109091
31977,15288,28644,32330,7242,93762.5,94409.2
18657,18629,11214,16261,24344,44442.9,49797.4
31911,18901,24744,4421,3999,35822.7,38070.5
21937,11025,13150,17308,4126,60953.8,58418.8
2259,16952,12528,17343,8027,70590.6,68118.4
32157,18444,20428,32595,26782,100667,97952.6
8331,19205,3014,9258,14707,97168.3,98533.2
21226,23685,22496,3767,23341,79383.3,74649.3
8138,7458,10240,4456,16156,-4511.44,-318.967
8299,1196,10508,19314,27874,126989,130049
2327,9113,29851,5679,20762,78075.8,79430.1
26901,4061,13453,3026,17591,86113.7,87901.3
29149,26400,17571,6627,8126,121684,119073
20618,15740,25947,7053,16825,40563.7,38151.6
15964,24243,20445,1794,32277,81138.2,85060.6
19973,24238,2932,2128,27111,50706.8,52241
22420,18022,17617,20890,6421,68927.6,66148.5
10067,1020,30596,24914,29672,95431.7,94975.7
13464,4064,20970,19546,9940,70918.7,71942.1
22453,27419,18941,135,18436,61682.3,64619.1
16938,27667,18108,2374,30469,75040.1,78264.8
18145,8302,15126,11560,10505,35293.3,45436
13968,25642,3005,11027,21841,101381,99390.1
7815,2311,23885,12957,21493,84178.1,85285.6
1280,2005,32231,7857,30529,46892.6,45907.6
12532,7462,8803,13347,23981,42446.3,44351.6
15133,29007,3364,16534,2784,56056.7,56282.3
20943,20620,19175,25748,30721,126087,127843
27728,21457,8054,1981,14390,58081.2,64558.3
